,Transaction date,Transaction type,Num,Customer full name,Vendor,Memo/Description,Cleared,Amount
,05/06/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-I5E8C7M6I5O4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,8.1
,05/06/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-I5E8C7M6I5O4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,8.1
996,,,,,,,,
,05/07/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:PZXMOSXBSK02KF7           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,252.65
,05/07/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:PZXMOSXBSK02KF7           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,252.65
997,,,,,,,,
,05/07/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX21403848             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,4658.97
,05/07/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX21403848             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,4658.97
998,,,,,,,,
,05/07/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:YHR85DFYZOALA5L           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,68.37
,05/07/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:YHR85DFYZOALA5L           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,68.37
999,,,,,,,,
,05/07/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Y3V8Z0L1M8H9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,3161.27
,05/07/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Y3V8Z0L1M8H9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,3161.27
1000,,,,,,,,
,05/07/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:R2EOONHJZPQF7NG           INDN:Rick's Tackle Outlet    CO ID:XXXXX98000 CCD,Reconciled,80.21
,05/07/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:R2EOONHJZPQF7NG           INDN:Rick's Tackle Outlet    CO ID:XXXXX98000 CCD,,80.21
1001,,,,,,,,
,05/07/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X9J0Q0Q5O7W7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,8007.54
,05/07/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X9J0Q0Q5O7W7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,8007.54
1002,,,,,,,,
,05/07/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-F4B8M3B4F6Z7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,265.79
,05/07/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-F4B8M3B4F6Z7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,265.79
1007,,,,,,,,
,05/08/2024,Deposit,,,,CHASE CREDIT CRD DES:RWRD RDM   ID:b8eXXXXX8925531           INDN:PATRI RICHARD           CO ID:XXXXX40001 PPD,Reconciled,850.24
,05/08/2024,Deposit,,,,CHASE CREDIT CRD DES:RWRD RDM   ID:b8eXXXXX8925531           INDN:PATRI RICHARD           CO ID:XXXXX40001 PPD,,850.24
1008,,,,,,,,
,05/08/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C8H5I0N4O0Z7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,7906.18
,05/08/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C8H5I0N4O0Z7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,7906.18
1009,,,,,,,,
,05/08/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:U40P4UB1ME0URY5           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,47.76
,05/08/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:U40P4UB1ME0URY5           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,47.76
1010,,,,,,,,
,05/08/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Q3J9K6I5F4H5           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,5.83
,05/08/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Q3J9K6I5F4H5           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,5.83
1011,,,,,,,,
,05/08/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X9B2Q1Z3N5J6           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,6329.62
,05/08/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-X9B2Q1Z3N5J6           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,6329.62
1012,,,,,,,,
,05/09/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-F3O8W0H4X0H1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1175.69
,05/09/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-F3O8W0H4X0H1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1175.69
1014,,,,,,,,
,05/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V2P2B3G4X1R8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,47.5
,05/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V2P2B3G4X1R8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,47.5
1015,,,,,,,,
,05/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-N4U1H0X7W4L7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3356.33
,05/09/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-N4U1H0X7W4L7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3356.33
1016,,,,,,,,
,05/10/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C5F4P4L5A1E9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1129.74
,05/10/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-C5F4P4L5A1E9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1129.74
1017,,,,,,,,
,05/10/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-U2G5G8G4P0Z0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3015.74
,05/10/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-U2G5G8G4P0Z0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3015.74
1024,,,,,,,,
,05/10/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:YBVZQOOSIZXU5XL           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,81.24
,05/10/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:YBVZQOOSIZXU5XL           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,81.24
1039,,,,,,,,
,05/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y2H5Y6J2T8V1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3443.7
,05/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y2H5Y6J2T8V1           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3443.7
1040,,,,,,,,
,05/13/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:S589J2OXTA16H6T           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,49.11
,05/13/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:S589J2OXTA16H6T           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,49.11
1041,,,,,,,,
,05/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G5C2I6Q4I8G9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,38.7
,05/13/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G5C2I6Q4I8G9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,38.7
1042,,,,,,,,
,05/13/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-J5O2W7Z4C7F0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,978.78
,05/13/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-J5O2W7Z4C7F0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,978.78
1046,,,,,,,,
,05/14/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-L6U5L0A9X4L0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1008.72
,05/14/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-L6U5L0A9X4L0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1008.72
1049,,,,,,,,
,05/14/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:2EJHXG9MVPNE054           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,70.49
,05/14/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:2EJHXG9MVPNE054           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,70.49
1050,,,,,,,,
,05/14/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-J5N1B5D3P8H7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,10979.04
,05/14/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-J5N1B5D3P8H7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,10979.04
1051,,,,,,,,
,05/14/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-B2O7N0A3F6C4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,65.18
,05/14/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-B2O7N0A3F6C4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,65.18
1052,,,,,,,,
,05/14/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:VGRS93LCI4H0ARW           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,84.79
,05/14/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:VGRS93LCI4H0ARW           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,84.79
1053,,,,,,,,
,05/14/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX64811066             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,5697.71
,05/14/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX64811066             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,5697.71
1057,,,,,,,,
,05/15/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V3P6U2M8J3E8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2200.41
,05/15/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-V3P6U2M8J3E8           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2200.41
1058,,,,,,,,
,05/15/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T7O3R0J4Y7G8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,83.21
,05/15/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T7O3R0J4Y7G8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,83.21
1059,,,,,,,,
,05/15/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-X9X1L7N0X0Q4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,2697.02
,05/15/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-X9X1L7N0X0Q4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,2697.02
1061,,,,,,,,
,05/16/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-L2X4C5P1D1W2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,119.54
,05/16/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-L2X4C5P1D1W2           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,119.54
1062,,,,,,,,
,05/16/2024,Deposit,,,,AMAZONCOMCA INC  DES:PAYMENT    ID:KO4EUSBYKJ6U              INDN:Outdoor Playground Inc  CO ID:XXXXX70001 IAT           PMT INFO: BUS XXXXXXXXXX00004716                            FOR MORE INFORMATION CONTACT CUSTOMER SERVICE,Reconciled,47.16
,05/16/2024,Deposit,,,,AMAZONCOMCA INC  DES:PAYMENT    ID:KO4EUSBYKJ6U              INDN:Outdoor Playground Inc  CO ID:XXXXX70001 IAT           PMT INFO: BUS XXXXXXXXXX00004716                            FOR MORE INFORMATION CONTACT CUSTOMER SERVICE,,47.16
1063,,,,,,,,
,05/16/2024,Deposit,,,,AMAZON.CA0YPVC17 DES:PAYMENTS   ID:5WO0LIL8MPHIE5H           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,Reconciled,121.22
,05/16/2024,Deposit,,,,AMAZON.CA0YPVC17 DES:PAYMENTS   ID:5WO0LIL8MPHIE5H           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,,121.22
1064,,,,,,,,
,05/16/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T6S2G2J0M6X7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,151.99
,05/16/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T6S2G2J0M6X7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,151.99
1065,,,,,,,,
,05/16/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-F7F7O4Z2N1R5           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2576.36
,05/16/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-F7F7O4Z2N1R5           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2576.36
1071,,,,,,,,
,05/17/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-W7V6S8N4U9Z7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,4373.15
,05/17/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-W7V6S8N4U9Z7           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,4373.15
1072,,,,,,,,
,05/17/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-B5D7T3Q9P3R3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,123.44
,05/17/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-B5D7T3Q9P3R3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,123.44
1073,,,,,,,,
,05/17/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-I1F5R4Y7M0T9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,939.79
,05/17/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-I1F5R4Y7M0T9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,939.79
1087,,,,,,,,
,05/20/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Z7K8U3E6O9N0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,466.9
,05/20/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-Z7K8U3E6O9N0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,466.9
1088,,,,,,,,
,05/20/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T1V0I3E3L9F1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,40.45
,05/20/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T1V0I3E3L9F1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,40.45
1089,,,,,,,,
,05/20/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-O2E3S1F3U3F9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2762.95
,05/20/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-O2E3S1F3U3F9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2762.95
1094,,,,,,,,
,05/21/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Z0L8J9C7L6J5           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,325.01
,05/21/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Z0L8J9C7L6J5           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,325.01
1095,,,,,,,,
,05/21/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-O1T7B7E4M8B9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,8674.55
,05/21/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-O1T7B7E4M8B9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,8674.55
1096,,,,,,,,
,05/21/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-N9M4R4W7R3G5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1158.48
,05/21/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-N9M4R4W7R3G5           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1158.48
1099,,,,,,,,
,05/21/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:QQWMNE0Y9K3BQ9N           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,131.45
,05/21/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:QQWMNE0Y9K3BQ9N           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,131.45
1100,,,,,,,,
,05/21/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:Q83R2OVWQZLL0JZ           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,121.62
,05/21/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:Q83R2OVWQZLL0JZ           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,121.62
1101,,,,,,,,
,05/21/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX06818632             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,4523.95
,05/21/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX06818632             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,4523.95
1102,,,,,,,,
,05/22/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D7H3F5O6N5C0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,3104.08
,05/22/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D7H3F5O6N5C0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,3104.08
1104,,,,,,,,
,05/22/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-R0S2L5V4H5W0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,2425.8
,05/22/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-R0S2L5V4H5W0           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,2425.8
1122,,,,,,,,
,05/22/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:X3H6YB78JRNX7HG           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,85.68
,05/22/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:X3H6YB78JRNX7HG           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,85.68
1105,,,,,,,,
,05/23/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-E4T3P8D5J0R3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,677.63
,05/23/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-E4T3P8D5J0R3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,677.63
1106,,,,,,,,
,05/23/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y0L1G3W0R9X2           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2254.95
,05/23/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y0L1G3W0R9X2           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2254.95
1107,,,,,,,,
,05/23/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y7K9C8A2L1B9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,0.62
,05/23/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Y7K9C8A2L1B9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,0.62
1120,,,,,,,,
,05/23/2024,Deposit,,,,SHOPPAYINST AFRM DES:AutoPay    ID:PVC6O1QG6OOMW9R           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,203.48
,05/23/2024,Deposit,,,,SHOPPAYINST AFRM DES:AutoPay    ID:PVC6O1QG6OOMW9R           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,203.48
1121,,,,,,,,
,05/23/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:3YAHMJBJCF3VOI2           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,163.52
,05/23/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:3YAHMJBJCF3VOI2           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,163.52
1109,,,,,,,,
,05/24/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-S7G3D3Q5C6M0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2287.88
,05/24/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-S7G3D3Q5C6M0           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2287.88
1110,,,,,,,,
,05/24/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-R0K7A9S5N9O3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,330.82
,05/24/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-R0K7A9S5N9O3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,330.82
1111,,,,,,,,
,05/24/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-C2K0T0N6A2F0           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,43.05
,05/24/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-C2K0T0N6A2F0           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,43.05
1126,,,,,,,,
,05/28/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D1Z9H5O7P1K9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,2406.33
,05/28/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D1Z9H5O7P1K9           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,2406.33
1129,,,,,,,,
,05/28/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-F6K8O1Z6Z3M3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,624.66
,05/28/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-F6K8O1Z6Z3M3           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,624.66
1153,,,,,,,,
,05/28/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:37HAHCT5CX09O3C           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,Reconciled,49.4
,05/28/2024,Deposit,,,,SHOPPAYINST AFRM DES:PAYMENTS   ID:37HAHCT5CX09O3C           INDN:MONSTERBASS             CO ID:XXXXX98000 CCD,,49.4
1154,,,,,,,,
,05/28/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX45993039             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,3870.91
,05/28/2024,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX45993039             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,3870.91
1134,,,,,,,,
,05/29/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Q8P2R6N3G3P3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,Reconciled,20726.88
,05/29/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-Q8P2R6N3G3P3           INDN:OUTDOOR PLAYGROUND      CO ID:XXXXX48598 CCD,,20726.88
1138,,,,,,,,
,05/29/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G3P7L4V8A7Q7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,258.6
,05/29/2024,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G3P7L4V8A7Q7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,258.6
1139,,,,,,,,
,05/29/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D6Z4I2R7J8J8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,156.97
,05/29/2024,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D6Z4I2R7J8J8           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,156.97
1147,,,,,,,,
